"","LawaSiteID","SiteID","CouncilSiteID","SWQuality","SWQAltitude","SWQLanduse","SWQFrequencyAll","SWQFrequencyLast5","Region","Agency","ISLAND","CatchID","CatchType","TermReach","LAWA_CATCH","Comment","SOE_FW_RIV","CATCH_LBL"
"750","TDC-00003","Black Valley Stream at Lake","RW Black Vly @ 30m us Lake","true","Upland","Rural","Quarterly","Quarterly","Tasman","TDC","South","6","Parent","12009639","1000004","Upper Buller split by RC boundary","1","Upper Buller"
"751","TDC-00033","Graham at Kikiwa","RW Graham @ Kikiwa","true","Upland","Rural","Quarterly","Quarterly","Tasman","TDC","South","41","Parent","10006766","41",NA,"1","Motueka River"
"752","TDC-00032","Hunters at Kikiwa","RW Hunters @ Kikiwa","true","Upland","Rural","Quarterly","Quarterly","Tasman","TDC","South","41","Parent","10006766","41",NA,"1","Motueka River"
"753","TDC-00048","Kaituna at 500m u-s Track start","RW Kaituna @ 500m us Track start","true","Upland","Rural","Quarterly","Quarterly","Tasman","TDC","South","222","Parent","10000533","222",NA,"1","Aorere River"
"754","TDC-00004","Kaituna at Sollys Road","RW Kaituna @ Sollys Rd","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","222","Parent","10000533","222",NA,"1","Aorere River"
"755","TDC-00031","Kikiwa at Kikiwa","RW Kikiwa @ Kikiwa","true","Upland","Rural","Quarterly","Quarterly","Tasman","TDC","South","41","Parent","10006766","41",NA,"1","Motueka River"
"756","TDC-00020","Lee at Meads Br","RW Lee @ Meads Br","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","126","Parent","10011526","126",NA,"1","Waimea River"
"757","TDC-00025","Little Sydney at Factory Rd","RW Little Sydney @ Factory Rd","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","1348","Parent","10006483","1348",NA,"1","Little Sydney Stream"
"758","TDC-00005","Mangles at Gorge","RW Mangles @ Gorge","true","Upland","Rural","Quarterly","Quarterly","Tasman","TDC","South","6","Parent","12009639","1000004","Upper Buller split by RC boundary","1","Upper Buller"
"759","TDC-00024","Mangles at 1.5km u-s Tutaki","RW Mangles @ 1.5 km u-s Tutaki","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","6","Parent","12009639","1000004","Upper Buller split by RC boundary","1","Upper Buller"
"760","TDC-00010","Riwaka at Hickmotts","HY Riwaka at Hickmotts","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","462","Parent","10006407","462",NA,"1","Riwaka River"
"761","TDC-00030","Motueka at Woodmans Bend","HY Motueka at Woodmans Bend","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","41","Parent","10006766","41",NA,"1","Motueka River"
"762","TDC-00022","Matakitaki at SH6 Murchison","RW Matakitaki @ SH6 Murchison","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","6","Parent","12009639","1000004","Upper Buller split by RC boundary","1","Upper Buller"
"763","TDC-00034","Motueka at u-s Wangapeka","RW Motueka @ u-s Wangapeka","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","41","Parent","10006766","41",NA,"1","Motueka River"
"764","TDC-00008","RW Motupiko @ Christies","RW Motupiko @ Christies","true","Unstated","Unstated","Unstated","Unstated","Tasman","TDC","South","41","Parent","10006766","41",NA,"1","Motueka River"
"765","TDC-00041","Motupipi at Factory Farm Br","RW Motupipi @ Factory Farm Br","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","880","Parent","10002486","880",NA,"1","Motupipi"
"766","TDC-00038","Motupipi at Reillys Br","RW Motupipi @ Reillys Br","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","880","Parent","10002486","880",NA,"1","Motupipi"
"767","TDC-00037","Motupipi at Abel Tasman Dr","RW Motupipi @ Abel Tasman Dr","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","880","Parent","10002486","880",NA,"1","Motupipi"
"768","TDC-00023","Murchison Creek at 20m u-s SH6","RW Murchison Ck @ 20m u-s SH6","true","Upland","Rural","Quarterly","Quarterly","Tasman","TDC","South","6","Parent","12009639","1000004","Upper Buller split by RC boundary","1","Upper Buller"
"769","TDC-00047","Onahau at Onahau Rd","RW Onahau @ Onahau Rd","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","1007","Parent","10001751","1007",NA,"1","Onehau"
"770","TDC-00046","Onekaka at Shambala Br","RW Onekaka @ Shambala Br","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","1049","Parent","10001153","1049",NA,"1","Onekaka"
"771","TDC-00045","Onekaka at u-s Ironstone","RW Onekaka @ u-s Ironstone","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","1049","Parent","10001153","1049",NA,"1","Onekaka"
"772","TDC-00009","Reservoir Creek at Marlborough Crescent","RW Reservoir Ck @ Marlborough Cr","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","2292","Parent","10012892","2292",NA,"1","Reservoir Creek"
"773","TDC-00019","Reservoir Creek at 20m d-s Salisbury Rd","RW Reservoir Ck @ 20m d-s Salisbury Rd","true","Lowland","Urban","Quarterly","Quarterly","Tasman","TDC","South","2292","Parent","10012892","2292",NA,"1","Reservoir Creek"
"774","TDC-00026","Riwaka at Northbranch Source","RW Riwaka @ Northbranch Source","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","462","Parent","10006407","462",NA,"1","Riwaka River"
"775","TDC-00035","Sherry at Blue Rock","RW Sherry @ Blue Rock","true","Upland","Rural","Quarterly","Quarterly","Tasman","TDC","South","41","Parent","10006766","41",NA,"1","Motueka River"
"776","TDC-00012","Sherry at u-s Cave Cr","RW Sherry @ u-s Cave Ck","true","Upland","Rural","Quarterly","Quarterly","Tasman","TDC","South","41","Parent","10006766","41",NA,"1","Motueka River"
"777","TDC-00013","RW Takaka @ Harwoods","RW Takaka @ Harwoods","true","Unstated","Unstated","Unstated","Unstated","Tasman","TDC","South","109","Parent","10002180","109",NA,"1","Takaka River"
"778","TDC-00014","RW Takaka @ Kotinga","RW Takaka @ Kotinga","true","Unstated","Unstated","Unstated","Unstated","Tasman","TDC","South","109","Parent","10002180","109",NA,"1","Takaka River"
"779","TDC-00016","RW Wairoa @ Irvines","RW Wairoa @ Irvines","true","Unstated","Unstated","Unstated","Unstated","Tasman","TDC","South","126","Parent","10011526","126",NA,"1","Waimea River"
"780","TDC-00021","Wairoa at Pig Valley","RW Wairoa @ Pig Vly","true","Upland","Rural","Quarterly","Quarterly","Tasman","TDC","South","126","Parent","10011526","126",NA,"1","Waimea River"
"781","TDC-00029","Waiwhero at Cemetery","RW Waiwhero @ Cemetery","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","41","Parent","10006766","41",NA,"1","Motueka River"
"782","TDC-00017","RW Wangapeka @ Walter Peak","RW Wangapeka @ Walter Peak","true","Unstated","Unstated","Unstated","Unstated","Tasman","TDC","South","41","Parent","10006766","41",NA,"1","Motueka River"
"783","TDC-00042","Watercress at u-s Dairy Factory","RW Watercress @ u-s Dairy Factory","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","880","Parent","10002486","880",NA,"1","Motupipi"
"784","TDC-00036","Wangapeka at 5km u-s Dart","RW Wangapeka @ 5km u-s Dart","true","Upland","Rural","Quarterly","Quarterly","Tasman","TDC","South","41","Parent","10006766","41",NA,"1","Motueka River"
"785","TDC-00039","Powell at Glenview Rd","RW Powell @ Glenview Rd","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","880","Parent","10002486","880",NA,"1","Motupipi"
"786","TDC-00040","Powell at 40m u-s Motupipi Rv","RW Powell @ 40m u-s Motupipi Rv","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","880","Parent","10002486","880",NA,"1","Motupipi"
"787","TDC-00028","Tasman Valley at u-s Jesters House","RW Tasman @ u-s Jesters Hse","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","1234","Parent","10009063","1234",NA,"1","Tasman Valley Stream"
"788","TDC-00027","Seaton Valley at Stafford Dr","RW Seaton Vly @ Stafford Dr","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","2005","Parent","10010434","2005",NA,"1","Seaton Valley"
"790","TDC-00018","Winter Creek at 50m u-s Abel Tasman Dr","RW Winter @ 50m u-s Abel Tasman Dr","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","3206","Parent","10002231","3206",NA,"1","Winter Creek"
"791","TDC-00001","RW Aorere @ Devils Boots","RW Aorere @ Devils Boots","true","Unstated","Unstated","Unstated","Unstated","Tasman","TDC","South","222","Parent","10000533","222",NA,"1","Aorere River"
"792","TDC-00015","Waimea at SH60 Appleby","RW Waimea @ SH60 Appleby","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","126","Parent","10011526","126",NA,"1","Waimea River"
"793","TDC-00011","Roding at Twin Bridges","RW Roding @ Twin Bridges","true","Lowland","Rural","Quarterly","Quarterly","Tasman","TDC","South","126","Parent","10011526","126",NA,"1","Waimea River"
"794","TDC-00052","Graham at Farm Forest Boundary","RW Graham @ farm forest bdy","true","Upland","Exotic","Quarterly","Quarterly","Tasman","TDC","South","41","Parent","10006766","41",NA,"1","Motueka River"
"795","WCRC-00011","Seven Mile Ck @ u/s Tillers Mine Ck","Seven Mile Ck @ u/s Tillers Mine Ck","true","Lowland","Native","Unstated","Unstated","West Coast","WCRC","South","681","Parent","12026554","681",NA,"1","Seven Mile Creek"
"796","WCRC-00037","Orangipuku Rv @ Mouth","Orangipuku Rv @ Mouth","true","Lowland","Rural","Bimonthly","Monthly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"797","WCRC-00008","Sawyers Ck @ Bush Fringe","Sawyers Ck @ Bush Fringe","true","Lowland","Native","Quarterly","Quarterly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"798","WCRC-00036","Hohonu Rv @ Mitchells-Kumara Rd Br","Hohonu Rv @ Mitchells-Kumara Rd Br","true","Upland","Native","Bimonthly","Bimonthly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"799","WCRC-00040","Hohonu Rv @ Mouth","Hohonu Rv @ Mouth","true","Lowland","Native","Bimonthly","Bimonthly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"800","WCRC-00001","Deep Ck @ Arnold Vly Rd Br","Deep Ck @ Arnold Vly Rd Br","true","Lowland","Native","","Quarterly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"801","WCRC-00032","Arnold Rv @ Kotuku Fishing Access","Arnold Rv @ Kotuku Fishing Access","true","Lowland","Native","Quarterly","Bimonthly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"802","WCRC-00009","Seven Mile Ck @ Dunollie 400m u/s Ox Pd","Seven Mile Ck @ Dunollie 400m u/s Ox Pd","true","Lowland","Native","Quarterly","Quarterly","West Coast","WCRC","South","681","Parent","12026554","681",NA,"1","Seven Mile Creek"
"803","WCRC-00029","Page Stm @ Chasm Ck Walkway","Page Stm @ Chasm Ck Walkway","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","130","Parent","12005907","130",NA,"1","Mokihinui River"
"804","WCRC-00010","Seven Mile Ck @ 300m d/s Raleigh Ck","Seven Mile Ck @ 300m d/s Raleigh Ck","true","Lowland","Native","Quarterly","Quarterly","West Coast","WCRC","South","681","Parent","12026554","681",NA,"1","Seven Mile Creek"
"805","WCRC-00016","Bradshaws Ck @ Bradshaw Rd","Bradshaws Ck @ Bradshaw Rd","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","592","Parent","12009638","592",NA,"1","Bradshaws Creek"
"806","WCRC-00006","Mawheraiti Rv @ SH7 Maimai","Mawheraiti Rv @ SH7 Maimai","true","Upland","Native","Quarterly","Quarterly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"807","WCRC-10003","Grey River @ Taylorville Swimming Hole","Grey Rv @ Taylorville Swimming Hole","true","Lowland","Native","Unstated","Unstated","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"808","WCRC-00020","Ellis Ck @ 50m d/s Ferry Rd Br","Ellis Ck @ 50m d/s Ferry Rd Br","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","251","Parent","12037342","251",NA,"1","Waitaha"
"809","WCRC-00024","Okutua Ck @ New Rd Br-Okarito Forest","Okutua Ck @ New Rd Br-Okarito Forest","true","Lowland","Native","Quarterly","Quarterly","West Coast","WCRC","South","255","Parent","12041582","255",NA,"1","Okarito"
"810","WCRC-00038","Poerua Rv @ Rail Br","Poerua Rv @ Station Rd end","true","Lowland","Native","Bimonthly","Monthly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"811","WCRC-00004","Ford Ck @ Blackball-Taylorville Rd","Ford Ck @ Blackball-Taylorville Rd","true","Lowland","Native","Quarterly","Quarterly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"812","WCRC-00015","Murray Ck @ Ford Rd S","Murray Ck @ Ford Rd S","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","84","Parent","12033313","84",NA,"1","Hokitika River"
"813","WCRC-00027","Baker Ck @ Baker Ck Rd","Baker Ck @ Baker Ck Rd","true","Lowland","Native","Quarterly","Quarterly","West Coast","WCRC","South","826","Parent","12003086","826",NA,"1","Baker Creek"
"814","WCRC-00028","Baker Ck @ Oparara Rd","Baker Ck @ Oparara Rd","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","826","Parent","12003086","826",NA,"1","Baker Creek"
"815","WCRC-00033","Crooked Rv @ Rotomanu-Bell Hill Rd","Crooked Rv @ Rotomanu-Bell Hill Rd","true","Lowland","Native","Quarterly","Bimonthly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"816","WCRC-00013","Duck Ck @ Kokatahi-Kowhitirangi Rd Br","Duck Ck @ Kokatahi-Kowhitirangi Rd Br","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","84","Parent","12033313","84",NA,"1","Hokitika River"
"817","WCRC-00014","Harris Ck @ Mulvaney Rd","Harris Ck @ Mulvaney Rd","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","84","Parent","12033313","84",NA,"1","Hokitika River"
"818","WCRC-00003","Nelson Ck @ Swimming Hole Reserve","Nelson Ck @ Swimming Hole Reserve","true","Lowland","Native","Quarterly","Quarterly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"819","WCRC-00025","Unnamed Ck @ Adamson Rd Whataroa","Unnamed Ck @ Adamson Rd Whataroa","true","Lowland","Native","Quarterly","Quarterly","West Coast","WCRC","South","155","Parent","12039911","155",NA,"1","Whataroa"
"820","WCRC-00026","Vickers Ck @ Whataroa N Base","Vickers Ck @ Whataroa N Base","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","155","Parent","12039911","155",NA,"1","Whataroa"
"821","WCRC-00018","Orowaiti Rv @ Excelsior Rd","Orowaiti Rv @ Excelsior Rd","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","604","Parent","12009875","604",NA,"1","Orowaiti River"
"822","WCRC-00019","Orowaiti Rv @ Keoghans Rd","Orowaiti Rv @ Keoghans Rd","true","Lowland","Native","Quarterly","Quarterly","West Coast","WCRC","South","604","Parent","12009875","604",NA,"1","Orowaiti River"
"823","WCRC-00007","Sawyers Ck @ Dixon Pk","Sawyers Ck @ Dixon Pk","true","Lowland","Native","Quarterly","Quarterly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"824","WCRC-00012","Seven Mile Ck @ SH6 Rapahoe","Seven Mile Ck @ SH6 Rapahoe","true","Lowland","Native","Quarterly","Quarterly","West Coast","WCRC","South","681","Parent","12026554","681",NA,"1","Seven Mile Creek"
"825","WCRC-00021","Berry Ck @ N Brch Wanganui Flat Rd","Berry Ck @ N Brch Wanganui Flat Rd","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","172","Parent","12038565","172",NA,"1","Wanganui River"
"826","WCRC-00031","Arnold Rv @ Blairs Rd No. 2 Br","Arnold Rv @ Blairs Rd No. 2 Br","true","Lowland","Native","Quarterly","Bimonthly","West Coast","WCRC","South","6","Parent","12009639","1000005","Lower Buller spli by RC Boundary","1","Lower Buller"
"827","WCRC-00030","Blackwater Ck @ Farm 846","Blackwater Ck @ Farm 846","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","2232","Parent","12003609","2232",NA,"1","Blackwater Creek"
"828","WCRC-00005","Burkes Ck @ SH69","Burkes Ck @ SH69","true","Upland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","6","Parent","12009639","1000005","Lower Buller spli by RC Boundary","1","Lower Buller"
"829","WCRC-00002","Molloy Ck @ Rail Line","Molloy Ck @ Rail Line","true","Lowland","Native","Quarterly","Quarterly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"830","WCRC-00022","La Fontaine Stm @ Airstrip Fishing Access","La Fontaine Stm @ Airstrip Fishing Access","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","172","Parent","12038565","172",NA,"1","Wanganui River"
"831","WCRC-00023","La Fontaine Stm @ Herepo Fishing Access","La Fontaine Stm @ Herepo Fishing Access","true","Lowland","Rural","Quarterly","Quarterly","West Coast","WCRC","South","172","Parent","12038565","172",NA,"1","Wanganui River"
"832","WCRC-00049","Grey Rv @ Waipuna","Grey Rv @ Waipuna","true","Unstated","Unstated","Unstated","Unstated","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"833","WCRC-00039","Crooked Rv @ Te Kinga","Crooked Rv @ Te Kinga","true","Lowland","Native","Quarterly","Bimonthly","West Coast","WCRC","South","14","Parent","12027924","14",NA,"1","Grey River"
"834","EW-00069","Tokaanu Power Station Tailrace Canal at SH41 Bridge Over Canal","42678","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"835","EW-00005","Hikutaia River at Old Maratoto Rd","24166","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","45","Parent","3004855","45",NA,"1","Waihou River"
"836","EW-00006","Hinemaiaia River at SH1","24172","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"837","EW-00025","Mangaone Stm (Waikato) at Annebrooke Rd Br","37939","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"838","EW-00026","Mangaonua Stm at Hoeka Rd","37986","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"839","EW-00027","Mangaonua Stm at Te Miro Rd (a.k.a Waitakaruru stm)","37993","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"840","EW-00028","Mangaotaki River at SH3 Br","38025","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","59","Parent","3043401","59",NA,"1","Mokau River"
"841","EW-00029","Mangapiko Stm (Pirongia/Te Awamutu) at Bowman Rd","38101","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"842","EW-00030","Mangapu River at Otorohanga","38165","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"843","EW-00031","Mangatangi River at SH2 Maramarua","38220","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"844","EW-00032","Mangatawhiri River at Lyons Rd At Buckingham Br","38263","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"845","EW-00033","Mangatutu Stm (Waikeria) at Walker Rd Br","38350","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"846","EW-00034","Mangauika Stm at Te Awamutu Borough W/S Intake","38367","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"847","EW-00035","Mangawara Stm at Rutherford Rd Br","38386","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"848","EW-00048","Ohautira Stm at Waingaro Te Uku Rd","40998","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","582","Parent","3017321","582",NA,"1","Ohautira Stream"
"849","EW-00049","Ohinemuri River at Queens Head","41010","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","45","Parent","3004855","45",NA,"1","Waihou River"
"850","EW-00050","Ohinemuri River at SH25 Br","41011","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","45","Parent","3004855","45",NA,"1","Waihou River"
"851","EW-00051","Ohote Stm at Whatawhata/Horotiu Rd","41071","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"852","EW-00052","Oparau River at Langdon Rd (Off Okupata Rd)","41211","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","402","Parent","3023504","402",NA,"1","Oparau River"
"853","EW-00053","Opuatia Stm at Ponganui Rd","41249","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"854","EW-00054","Oraka Stm at Lake Rd","41303","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","45","Parent","3004855","45",NA,"1","Waihou River"
"855","EW-00056","Otamakokore Stm at Hossack Rd","41355","Yes","Upland","Exotic","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"856","EW-00057","Piako River at Kiwitahi","41630","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","57","Parent","3005218","57",NA,"1","Piako River"
"857","EW-00058","Piako River at Paeroa-Tahuna Rd Br","41634","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","57","Parent","3005218","57",NA,"1","Piako River"
"858","EW-00059","Piakonui Stm at Piakonui Rd","41667","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","57","Parent","3005218","57",NA,"1","Piako River"
"859","EW-00060","Pokaiwhenua Stm at Arapuni - Putaruru Rd","41766","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"860","EW-00061","Pueto Stm at Broadlands Rd Br","41835","Yes","Upland","Exotic","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"861","EW-00063","Puniu River at Bartons Corner Rd Br","41893","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"862","EW-00064","Tahunaatara Stm at Ohakuri Rd","42292","Yes","Upland","Exotic","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"863","EW-00065","Tairua River at Morrisons Br Hikuai","42340","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","296","Parent","3003544","296",NA,"1","Tairua River"
"864","EW-00066","Tapu River at Tapu-Coroglen Rd","42385","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","823","Parent","3002756","823",NA,"1","Tapu River"
"865","EW-00068","Tawarau River at Off Speedies Rd","42477","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","224","Parent","3030336","224",NA,"1","Marokopa River"
"866","EW-00036","Mangawhero Stm (Cambridge) at Cambridge-Ohaupo Rd","38424","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"867","EW-00037","Mangawhero Stm (Kaihere) at Mangawara Rd","38431","Yes","Lowland","Exotic","Monthly","Monthly","Waikato","WRC","North","57","Parent","3005218","57",NA,"1","Piako River"
"868","EW-00040","Marokopa River at Speedies Rd (Off Te Anga Rd)","38533","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","224","Parent","3030336","224",NA,"1","Marokopa River"
"869","EW-00042","Matahuru Stm at Waiterimu Road Below Confluence","38551","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"870","EW-00043","Mokau River at Awakau Rd","40718","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","59","Parent","3043401","59",NA,"1","Mokau River"
"871","EW-00044","Mokau River at Mangaokewa Rd (Off SH30)","40716","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","59","Parent","3043401","59",NA,"1","Mokau River"
"872","EW-00045","Mokau River at Totoro Rd Recorder","40720","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","59","Parent","3043401","59",NA,"1","Mokau River"
"873","EW-00046","Mokauiti Stm at Three Way Point - Aria","40738","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","59","Parent","3043401","59",NA,"1","Mokau River"
"874","EW-00047","Ohaeroa Stm at SH22 Br","40966","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"875","EW-00007","Kaniwhaniwha Stm at Wright Rd","36706","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"876","EW-00008","Karapiro Stm at Hickey Rd Bridge","36745","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"877","EW-00009","Kauaeranga River at Smiths Cableway/Recorder","36768","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","389","Parent","3004591","389",NA,"1","Kaueranga River"
"878","EW-00010","Kawaunui Stm at SH5 Br","36800","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"879","EW-00011","Kirikiriroa Stm at Tauhara Dr","36867","Yes","Lowland","Urban","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"880","EW-00012","Komakorau Stm at Henry Rd","36890","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"881","EW-00013","Kuratau River at SH41 Moerangi","36998","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"882","EW-00014","Kuratau River at Te Rae Street T10","37003","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"883","EW-00001","Awakino River at Gribbon Rd","14393","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","219","Parent","3042268","219",NA,"1","Awakino River"
"884","EW-00002","Awakino River at SH3 Awakau Rd Junction","14395","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","219","Parent","3042268","219",NA,"1","Awakino River"
"885","EW-00016","Little Waipa Stm at Arapuni - Putaruru Rd","37523","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"886","EW-00017","Mangaharakeke Stm (Atiamuri) at SH30 (Off Jct SH1)","37631","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
