"","LawaSiteID","SiteID","CouncilSiteID","SWQuality","SWQAltitude","SWQLanduse","SWQFrequencyAll","SWQFrequencyLast5","Region","Agency","ISLAND","CatchID","CatchType","TermReach","LAWA_CATCH","Comment","SOE_FW_RIV","CATCH_LBL"
"606","MDC-00006","Cullen Creek at Road Bridge","Cullen Creek at Road Bridge","true","Lowland","Exotic","Monthly","Monthly","Marlborough","MDC","South","793","Parent","11011585","793",NA,"1","Cullen Creek"
"607","MDC-00015","Omaka River at Hawkesbury Road Bridge","Omaka River at Hawkesbury Road Bridge","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","194","Parent","11018918","194",NA,"1","Omaka River"
"608","MDC-00034","Waitohi River at State Highway One","Waitohi River at State Highway One","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","1003","Parent","11011620","1003",NA,"1","Waitohi Stream"
"609","MDC-00011","Kenepuru Stream at Kenepuru Head","Kenepuru Stream at Kenepuru Head","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","769","Parent","11008672","769",NA,"1","Keneperu River"
"610","MDC-00014","Murphys Creek at Nelson Street","Murphys Creek at Nelson Street","true","Lowland","Urban","Monthly","Monthly","Marlborough","MDC","South","194","Parent","11018918","194",NA,"1","Omaka River"
"611","MDC-00022","Rai River at Rai Falls","Rai River at Rai Falls","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","106","Parent","11010920","106",NA,"1","Pelorus River"
"612","MDC-00016","Ohinemahuta River at Northbank Road","Onamalutu River at Northbank Road","true","Lowland","Exotic","Monthly","Monthly","Marlborough","MDC","South","18","Parent","11016624","100018","Merger of NIWA catchment 18 and 715","1","Wairau River"
"613","MDC-00019","Opaoa River at Hammerichs Road","Opawa River at Hammerichs Road","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","194","Parent","11018918","194",NA,"1","Omaka River"
"614","MDC-00017","Opouri River at Tunakino Valley Road","Opouri River at Tunakino Valley Road","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","106","Parent","11010920","106",NA,"1","Pelorus River"
"615","MDC-00025","Tuamarina River at State Highway One","Tuamarina River at State Highway One","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","18","Parent","11016624","100018","Merger of NIWA catchment 18 and 715","1","Wairau River"
"616","MDC-00009","Flaxbourne River at Quarry","Flaxbourne River at Quarry","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","352","Parent","11028279","352",NA,"1","Flaxbourne River"
"617","MDC-00027","Waima (Ure) River at SH1 Bridge","Waima (Ure) River at SH1 Bridge","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","351","Parent","11030136","351",NA,"1","Waima River"
"618","MDC-00002","Awatere River at River Mouth","Awatere River at River Mouth","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","54","Parent","11021883","54",NA,"1","Awatere River (Kaikoura)"
"619","MDC-00007","Duncan Stream at Outlet","Duncan Stream at Outlet","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","1347","Parent","11011381","1347",NA,"1","Duncan Stream"
"620","MDC-00021","Te Hoiere/Pelorus River at Kahikatea Flat","Pelorus River at Kahikatea Flat","true","Lowland","Native","Monthly","Monthly","Marlborough","MDC","South","106","Parent","11010920","106",NA,"1","Pelorus River"
"621","MDC-00020","Te Hoiere/Pelorus River at Fishermans Flat","Pelorus River at Fishermans Flat","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","106","Parent","11010920","106",NA,"1","Pelorus River"
"622","MDC-00031","Wakamarina River at SH6","Wakamarina River at SH6","true","Lowland","Exotic","Monthly","Monthly","Marlborough","MDC","South","106","Parent","11010920","106",NA,"1","Pelorus River"
"623","MDC-00029","Waihopai River at SH63 Bridge","Waihopai River at SH63 Bridge","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","18","Parent","11016624","100018","Merger of NIWA catchment 18 and 715","1","Wairau River"
"624","MDC-00018","Opaoa River at Swamp Road","Opawa River at Swamp Road","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","194","Parent","11018918","194",NA,"1","Omaka River"
"625","MDC-00026","Taylor River at Rail Bridge","Taylor River at Rail Bridge","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","194","Parent","11018918","194",NA,"1","Omaka River"
"626","MDC-00028","Wairau Diversion at Neals Road Bridge","Wairau Diversion at Neals Road Bridge","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","18","Parent","11016624","100018","Merger of NIWA catchment 18 and 715","1","Wairau River"
"627","MDC-00023","Ronga River at Upstream Rai River","Ronga River at Upstream Rai River","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","106","Parent","11010920","106",NA,"1","Pelorus River"
"628","MDC-00024","Spring Creek at Wairau River Floodgates","Spring Creek at Wairau River Floodgates","true","Lowland","Rural","Unstated","Unstated","Marlborough","MDC","South","18","Parent","11016624","100018","Merger of NIWA catchment 18 and 715","1","Wairau River"
"629","MDC-00004","Black Birch Stream at Awatere Intake","Black Birch Stream at Awatere Intake","true","Upland","Rural","Monthly","Monthly","Marlborough","MDC","South","54","Parent","11021883","54",NA,"1","Awatere River (Kaikoura)"
"630","NCC-00016","Maitai South Branch at Intake","Maitai South Branch at Intake","true","Upland","Native","Quarterly","Quarterly","Nelson","NCC","South","452","Parent","10010859","452",NA,"1","Maitai River"
"631","NCC-00030","Lud at 4.7km","Lud at 4.7km","true","Lowland","Rural","Quarterly","Quarterly","Nelson","NCC","South","523","Parent","10008716","523",NA,"1","Whakapuaka River"
"632","NCC-00021","Todds at SH6","Todds at SH6","true","Lowland","Rural","Quarterly","Quarterly","Nelson","NCC","South","954","Parent","10009288","954",NA,"1","Todds Valley"
"633","NCC-00034","Whangamoa at Kokorua Bridge","Whangamoa at Kokorua Bridge","true","Lowland","Rural","Quarterly","Quarterly","Nelson","NCC","South","464","Parent","10007268","464",NA,"1","Whangamoa River"
"634","NCC-00038","Collins at SH6","Collins at SH6","true","Lowland","Exotic","Quarterly","Quarterly","Nelson","NCC","South","464","Parent","10007268","464",NA,"1","Whangamoa River"
"635","NCC-00012","Brook at Motor Camp","Brook at Motor Camp","true","Lowland","Native","Quarterly","Quarterly","Nelson","NCC","South","452","Parent","10010859","452",NA,"1","Maitai River"
"636","NCC-00040","Hillwood at Glen Rd","Hillwood at Glen Rd","true","Lowland","Rural","Quarterly","Quarterly","Nelson","NCC","South","954","Parent","10009288","954",NA,"1","Todds Valley"
"637","NCC-00010","Brook at Manuka St","Brook at Manuka St","true","Lowland","Urban","Quarterly","Quarterly","Nelson","NCC","South","452","Parent","10010859","452",NA,"1","Maitai River"
"638","NCC-00011","Brook at Burn Pl","Brook at Burn Pl","true","Lowland","Exotic","Bimonthly","Quarterly","Nelson","NCC","South","452","Parent","10010859","452",NA,"1","Maitai River"
"639","NCC-00025","Wakapuaka at Maori Pa Rd","Wakapuaka at Maori Pa Rd","true","Lowland","Rural","Quarterly","Quarterly","Nelson","NCC","South","523","Parent","10008716","523",NA,"1","Whakapuaka River"
"640","NCC-00028","Wakapuaka at Duckpond Rd","Wakapuaka at Duckpond Rd","true","Lowland","Exotic","Quarterly","Quarterly","Nelson","NCC","South","523","Parent","10008716","523",NA,"1","Whakapuaka River"
"641","NCC-00013","Maitai at Riverside","Maitai at Riverside","true","Lowland","Urban","Quarterly","Quarterly","Nelson","NCC","South","452","Parent","10010859","452",NA,"1","Maitai River"
"642","NCC-00039","Dencker at Kokorua Rd","Dencker at Kokorua Rd","true","Lowland","Exotic","Quarterly","Quarterly","Nelson","NCC","South","464","Parent","10007268","464",NA,"1","Whangamoa River"
"643","NCC-00018","Groom at Maitai Confluence","Groom at Maitai Confluence","true","Lowland","Exotic","Quarterly","Quarterly","Nelson","NCC","South","452","Parent","10010859","452",NA,"1","Maitai River"
"644","NCC-00005","Poorman at Barnicoat Walkway","Poorman at Barnicoat Walkway","true","Upland","Exotic","Quarterly","Quarterly","Nelson","NCC","South","1630","Parent","10011985","1630",NA,"1","Poorman Valley Stream"
"645","NCC-00004","Poorman at Seaview Rd","Poorman at Seaview Rd","true","Lowland","Urban","Quarterly","Quarterly","Nelson","NCC","South","1630","Parent","10011985","1630",NA,"1","Poorman Valley Stream"
"646","NCC-00032","Teal at 1.9km","Teal at 1.9km","true","Lowland","Native","Quarterly","Quarterly","Nelson","NCC","South","523","Parent","10008716","523",NA,"1","Whakapuaka River"
"647","NCC-00015","Maitai at Groom Rd","Maitai at Groom Rd","true","Lowland","Exotic","Quarterly","Quarterly","Nelson","NCC","South","452","Parent","10010859","452",NA,"1","Maitai River"
"648","NCC-00017","Sharland at Maitai Confluence","Sharland at Maitai Confluence","true","Lowland","Exotic","Quarterly","Quarterly","Nelson","NCC","South","452","Parent","10010859","452",NA,"1","Maitai River"
"649","NCC-00002","Orphanage at Saxton Rd East","Orphanage at Saxton Rd East","true","Lowland","Rural","Quarterly","Quarterly","Nelson","NCC","South","1388","Parent","10012654","1388",NA,"1","Orphanage Stream"
"650","NCC-00029","Lud at SH6","Lud at SH6","true","Lowland","Rural","Quarterly","Quarterly","Nelson","NCC","South","523","Parent","10008716","523",NA,"1","Whakapuaka River"
"651","NCC-00036","Whangamoa at Hippolite Rd","Whangamoa at Hippolite Rd","true","Lowland","Exotic","Quarterly","Quarterly","Nelson","NCC","South","464","Parent","10007268","464",NA,"1","Whangamoa River"
"652","NCC-00006","Jenkins at Pascoe St","Jenkins at Pascoe St","true","Lowland","Urban","Monthly","Quarterly","Nelson","NCC","South","2974","Parent","10011583","2974",NA,"1","Jenkins Creek"
"653","NCC-00009","York at Waimea Rd","York at Waimea Rd","true","Lowland","Rural","Quarterly","Quarterly","Nelson","NCC","South","1573","Parent","10010858","1573",NA,"1","York Stream"
"685","ORC-00115","Kakanui River at Clifton Falls Br","Kakanui at Clifton Falls Bridge","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","105","Parent","14034067","105",NA,"1","Kakanui"
"686","ORC-00119","Lindsays Creek at North Rd Bridge","Lindsays Creek at North Road Bridge","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","590","Parent","14061293","590",NA,"1","Water of Leith & Lindsay's Creek"
"687","ORC-00154","Taieri River at Sutton","Taieri at Sutton","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","9","Parent","14066093","9","Taieri River","1","Taieri River"
"688","ORC-00156","Taieri River at Waipiata","Taieri at Waipiata","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","9","Parent","14066093","9","Taieri River","1","Taieri River"
"689","ORC-00071","Taieri River at Stonehenge","Taieri at Stonehenge","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","9","Parent","14066093","9","Taieri River","1","Taieri River"
"690","ORC-00098","Kye Burn at SH85 Bridge","Kye Burn at SH85 Bridge","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","237","Parent","1403498","237",NA,"1","Kye Burn (Taieri tributary)"
"691","ORC-00159","Tokomairiro River at West Branch Br","Tokomairiro at West Branch Bridge","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","214","Parent","14069577","214",NA,"1","Tokomairiro River"
"692","ORC-00040","Lindis River at Lindis Peak","Lindis at Lindis Peak","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","90","Parent","1402030","90",NA,"1","Lindis River"
"693","ORC-00047","Manuherikia River at Ophir","Manuherikia at Ophir","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","28","Parent","1403982","28",NA,"1","Manuherikia River"
"694","ORC-00013","Fraser River at Marshall Road","Fraser at Marshall Road","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"695","ORC-00049","Mill Creek at Fish Trap.","Mill Creek at Fish Trap","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"696","ORC-00015","Hawea River at Camphill Bridge","Hawea at Camphill Bridge","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"697","ORC-00048","Matukituki River at West Wanaka","Matukituki at West Wanaka","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"698","ORC-00107","Dart River at The Hillocks","Dart at The Hillocks","true","Upland","Native","Bimonthly","Bimonthly","Otago","ORC","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"699","ORC-00082","Waiareka Creek at Taipo Road","Waiareka Creek at Taipo Road","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","105","Parent","14034067","105",NA,"1","Kakanui"
"700","ORC-00043","Luggate Creek at SH6 Bridge","Luggate Creek at SH6 Bridge","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"701","ORC-00085","Waikouaiti River d/s of confluence","Waikouaiti at Confluence d/s","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","203","Parent","14053299","203",NA,"1","Waikouaiti River"
"702","ORC-00094","Waiwera River at Maws Farm","Waiwera at Maws Farm","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"703","ORC-00130","Pomahaka River at Burkes Ford","Pomahaka at Burkes Ford","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","40","Parent","1406845","40",NA,"1","Pomahaka River"
"704","ORC-00163","Waitahuna River at Tweeds Bridge","Waitahuna at Tweeds Bridge","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"705","ORC-00131","Pomahaka River at Glenken","Pomahaka at Glenken","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","40","Parent","1406845","40",NA,"1","Pomahaka River"
"706","ORC-00066","Silverstream at Taieri Depot","Silverstream at Taieri Depot","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","9","Parent","14066093","9","Taieri River","1","Taieri River"
"707","ORC-00046","Manuherikia River at Galloway","Manuherikia at Galloway","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","28","Parent","1403982","28",NA,"1","Manuherikia River"
"708","ORC-00117","Kauru River at Ewings","Kauru at Ewings","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","105","Parent","14034067","105",NA,"1","Kakanui"
"709","ORC-00105","Catlins River at Houipapa","Catlins at Houipapa","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","207","Parent","14072995","207",NA,"1","Catlins River"
"710","ORC-00044","Main Drain at Waipori Pump","Main Drain at Waipori Pump","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","9","Parent","14066093","9","Taieri River","1","Taieri River"
"711","ORC-00133","Shag River at Craig Rd","Shag at Craig Road","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","163","Parent","14047780","163",NA,"1","Shag River"
"712","ORC-00162","Waipahi River at Waipahi","Waipahi at Waipahi","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","40","Parent","1406845","40",NA,"1","Pomahaka River"
"713","ORC-00012","Dunstan Creek at Beattie Road","Dunstan Creek at Beattie Road","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","28","Parent","1403982","28",NA,"1","Manuherikia River"
"714","ORC-00061","Shag River at Goodwood Pump","Shag at Goodwood Pump","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","163","Parent","14047780","163",NA,"1","Shag River"
"715","ORC-00025","Kakanui River at McCones","Kakanui at McCones","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","105","Parent","14034067","105",NA,"1","Kakanui"
"716","ORC-00081","Waianakarua River at Browns","Waianakarua at Browns","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","273","Parent","14037624","273",NA,"1","Waianakarua River"
"717","ORC-00017","Heriot Burn at Park Hill Road","Heriot Burn at Park Hill Road","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","40","Parent","1406845","40",NA,"1","Pomahaka River"
"718","ORC-00041","Lindis River at Ardgour Road","Lindis at Ardgour Road","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","90","Parent","1402030","90",NA,"1","Lindis River"
"719","ORC-00096","Crookston Burn at Kelso Road","Crookston Burn at Kelso Road","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","40","Parent","1406845","40",NA,"1","Pomahaka River"
"720","ORC-00097","Wairuna Stream at Millar Road","Wairuna at Millar Road","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","40","Parent","1406845","40",NA,"1","Pomahaka River"
"721","ORC-00070","Taieri River at Allanton Bridge","Taieri at Allanton Bridge","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","9","Parent","14066093","9","Taieri River","1","Taieri River"
"722","ORC-00074","Taieri River at Linnburn Runs Road","Taieri at Linnburn Runs Road","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","9","Parent","14066093","9","Taieri River","1","Taieri River"
"723","ORC-00079","Trotters Creek at Mathesons","Trotters Creek at Mathesons","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","746","Parent","14044144","746",NA,"1","Trotters Creek"
"724","ORC-00088","Waipahi River at Cairns Peak","Waipahi at Cairns Peak","true","Upland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","40","Parent","1406845","40",NA,"1","Pomahaka River"
"725","ORC-00089","Waipori River at Waipori Falls Reserve","Waipori at Waipori Falls Reserve","true","Lowland","Rural","Bimonthly","Bimonthly","Otago","ORC","South","9","Parent","14066093","9","Taieri River","1","Taieri River"
